cidade,data,temperatura,descricao,nuvens,dados_climaticos_id
São Luís,2024-06-05 06:00:00,26,chuva leve,42,3388368
São Luís,2024-06-05 09:00:00,26,algumas nuvens,20,3388368
São Luís,2024-06-05 12:00:00,28,chuva leve,16,3388368
São Luís,2024-06-05 15:00:00,29,nublado,72,3388368
São Luís,2024-06-05 18:00:00,28,chuva leve,73,3388368
São Luís,2024-06-05 21:00:00,26,chuva moderada,94,3388368
São Luís,2024-06-06 00:00:00,25,chuva moderada,96,3388368
São Luís,2024-06-06 03:00:00,26,chuva leve,43,3388368
São Luís,2024-06-06 06:00:00,26,chuva leve,26,3388368
São Luís,2024-06-06 09:00:00,26,algumas nuvens,15,3388368
São Luís,2024-06-06 12:00:00,27,chuva leve,8,3388368
São Luís,2024-06-06 15:00:00,28,chuva moderada,68,3388368
São Luís,2024-06-06 18:00:00,28,chuva leve,57,3388368
São Luís,2024-06-06 21:00:00,27,chuva leve,49,3388368
João Pessoa,2024-06-02 00:00:00,26,chuva leve,56,3397277
João Pessoa,2024-06-02 03:00:00,25,chuva leve,39,3397277
João Pessoa,2024-06-02 06:00:00,24,chuva leve,21,3397277
João Pessoa,2024-06-02 09:00:00,25,chuva leve,17,3397277
João Pessoa,2024-06-02 12:00:00,27,chuva leve,14,3397277
João Pessoa,2024-06-02 15:00:00,28,chuva leve,30,3397277
João Pessoa,2024-06-02 18:00:00,28,algumas nuvens,20,3397277
João Pessoa,2024-06-02 21:00:00,25,céu limpo,8,3397277
João Pessoa,2024-06-03 00:00:00,25,chuva leve,8,3397277
João Pessoa,2024-06-03 03:00:00,24,chuva leve,21,3397277
João Pessoa,2024-06-03 06:00:00,24,chuva leve,31,3397277
João Pessoa,2024-06-03 09:00:00,24,chuva leve,26,3397277
João Pessoa,2024-06-03 12:00:00,26,chuva moderada,23,3397277
João Pessoa,2024-06-03 15:00:00,27,chuva moderada,68,3397277
João Pessoa,2024-06-03 18:00:00,26,chuva moderada,75,3397277
João Pessoa,2024-06-03 21:00:00,24,chuva moderada,79,3397277
João Pessoa,2024-06-04 00:00:00,24,chuva leve,61,3397277
João Pessoa,2024-06-04 03:00:00,24,chuva leve,14,3397277
João Pessoa,2024-06-04 06:00:00,24,chuva leve,31,3397277
João Pessoa,2024-06-04 09:00:00,24,chuva leve,93,3397277
João Pessoa,2024-06-04 12:00:00,27,chuva leve,76,3397277
João Pessoa,2024-06-04 15:00:00,28,chuva leve,54,3397277
João Pessoa,2024-06-04 18:00:00,27,nublado,56,3397277
João Pessoa,2024-06-04 21:00:00,25,chuva leve,23,3397277
João Pessoa,2024-06-05 00:00:00,24,chuva leve,51,3397277
João Pessoa,2024-06-05 03:00:00,24,chuva moderada,91,3397277
João Pessoa,2024-06-05 06:00:00,24,chuva moderada,94,3397277
João Pessoa,2024-06-05 09:00:00,24,chuva leve,85,3397277
João Pessoa,2024-06-05 12:00:00,26,chuva leve,82,3397277
João Pessoa,2024-06-05 15:00:00,27,chuva leve,98,3397277
João Pessoa,2024-06-05 18:00:00,27,chuva leve,95,3397277
João Pessoa,2024-06-05 21:00:00,24,chuva leve,84,3397277
João Pessoa,2024-06-06 00:00:00,24,chuva moderada,88,3397277
João Pessoa,2024-06-06 03:00:00,23,chuva moderada,84,3397277
João Pessoa,2024-06-06 06:00:00,23,chuva moderada,89,3397277
João Pessoa,2024-06-06 09:00:00,23,chuva leve,73,3397277
João Pessoa,2024-06-06 12:00:00,26,chuva leve,79,3397277
João Pessoa,2024-06-06 15:00:00,27,chuva leve,78,3397277
João Pessoa,2024-06-06 18:00:00,26,chuva leve,79,3397277
João Pessoa,2024-06-06 21:00:00,24,chuva leve,96,3397277
Recife,2024-06-02 00:00:00,25,chuva leve,52,3390760
Recife,2024-06-02 03:00:00,26,chuva moderada,58,3390760
Recife,2024-06-02 06:00:00,26,chuva leve,40,3390760
Recife,2024-06-02 09:00:00,26,chuva leve,16,3390760
Recife,2024-06-02 12:00:00,28,chuva leve,23,3390760
Recife,2024-06-02 15:00:00,28,chuva leve,19,3390760
Recife,2024-06-02 18:00:00,27,chuva leve,19,3390760
Recife,2024-06-02 21:00:00,26,chuva leve,7,3390760
Recife,2024-06-03 00:00:00,26,céu limpo,6,3390760
Recife,2024-06-03 03:00:00,26,céu limpo,5,3390760
Recife,2024-06-03 06:00:00,25,chuva leve,7,3390760
Recife,2024-06-03 09:00:00,24,chuva leve,26,3390760
Recife,2024-06-03 12:00:00,26,chuva moderada,34,3390760
Recife,2024-06-03 15:00:00,27,chuva moderada,36,3390760
Recife,2024-06-03 18:00:00,26,chuva moderada,54,3390760
Recife,2024-06-03 21:00:00,25,chuva leve,47,3390760
Recife,2024-06-04 00:00:00,25,chuva leve,52,3390760
Recife,2024-06-04 03:00:00,25,chuva leve,97,3390760
Recife,2024-06-04 06:00:00,25,chuva leve,91,3390760
Recife,2024-06-04 09:00:00,25,nublado,71,3390760
Recife,2024-06-04 12:00:00,27,chuva leve,48,3390760
Recife,2024-06-04 15:00:00,28,chuva leve,40,3390760
Recife,2024-06-04 18:00:00,27,chuva leve,31,3390760
Recife,2024-06-04 21:00:00,25,chuva leve,16,3390760
Recife,2024-06-05 00:00:00,25,chuva moderada,15,3390760
Recife,2024-06-05 03:00:00,25,chuva leve,36,3390760
Recife,2024-06-05 06:00:00,24,chuva leve,51,3390760
Recife,2024-06-05 09:00:00,24,chuva moderada,83,3390760
Recife,2024-06-05 12:00:00,26,chuva moderada,91,3390760
Recife,2024-06-05 15:00:00,26,chuva moderada,94,3390760
Recife,2024-06-05 18:00:00,26,chuva moderada,97,3390760
Recife,2024-06-05 21:00:00,25,chuva moderada,100,3390760
Recife,2024-06-06 00:00:00,24,chuva moderada,92,3390760
Recife,2024-06-06 03:00:00,24,chuva moderada,100,3390760
Recife,2024-06-06 06:00:00,24,chuva moderada,99,3390760
Recife,2024-06-06 09:00:00,24,chuva moderada,82,3390760
Recife,2024-06-06 12:00:00,25,chuva moderada,90,3390760
Recife,2024-06-06 15:00:00,26,chuva leve,94,3390760
Recife,2024-06-06 18:00:00,26,chuva leve,97,3390760
Recife,2024-06-06 21:00:00,25,chuva leve,94,3390760
Natal,2024-06-02 00:00:00,25,chuva leve,55,3394023
Natal,2024-06-02 03:00:00,24,chuva leve,64,3394023
Natal,2024-06-02 06:00:00,24,chuva leve,56,3394023
Natal,2024-06-02 09:00:00,24,chuva leve,91,3394023
Natal,2024-06-02 12:00:00,26,chuva leve,91,3394023
Natal,2024-06-02 15:00:00,29,nublado,80,3394023
Natal,2024-06-02 18:00:00,28,nublado,58,3394023
Natal,2024-06-02 21:00:00,26,chuva leve,40,3394023
Natal,2024-06-03 00:00:00,25,nublado,67,3394023
Natal,2024-06-03 03:00:00,24,chuva leve,82,3394023
Natal,2024-06-03 06:00:00,23,chuva leve,71,3394023
Natal,2024-06-03 09:00:00,23,chuva leve,32,3394023
Natal,2024-06-03 12:00:00,27,chuva leve,53,3394023
Natal,2024-06-03 15:00:00,29,chuva leve,68,3394023
Natal,2024-06-03 18:00:00,28,nublado,81,3394023
Natal,2024-06-03 21:00:00,25,chuva leve,100,3394023
Natal,2024-06-04 00:00:00,24,chuva leve,88,3394023
Natal,2024-06-04 03:00:00,24,chuva leve,20,3394023
Natal,2024-06-04 06:00:00,23,chuva leve,30,3394023
Natal,2024-06-04 09:00:00,23,nublado,83,3394023
Natal,2024-06-04 12:00:00,27,chuva leve,71,3394023
Natal,2024-06-04 15:00:00,29,chuva leve,33,3394023
Natal,2024-06-04 18:00:00,28,chuva leve,45,3394023
Natal,2024-06-04 21:00:00,26,chuva leve,15,3394023
Natal,2024-06-05 00:00:00,25,chuva leve,17,3394023
Natal,2024-06-05 03:00:00,24,chuva leve,74,3394023
Natal,2024-06-05 06:00:00,24,chuva leve,85,3394023
Natal,2024-06-05 09:00:00,24,chuva leve,99,3394023
Natal,2024-06-05 12:00:00,26,chuva leve,84,3394023
Natal,2024-06-05 15:00:00,27,chuva leve,89,3394023
Natal,2024-06-05 18:00:00,27,chuva leve,95,3394023
Natal,2024-06-05 21:00:00,25,chuva leve,44,3394023
Natal,2024-06-06 00:00:00,24,chuva leve,50,3394023
Natal,2024-06-06 03:00:00,24,chuva moderada,97,3394023
Natal,2024-06-06 06:00:00,23,chuva leve,88,3394023
Natal,2024-06-06 09:00:00,23,chuva leve,29,3394023
Natal,2024-06-06 12:00:00,26,chuva leve,50,3394023
Natal,2024-06-06 15:00:00,27,chuva leve,79,3394023
Natal,2024-06-06 18:00:00,26,chuva leve,85,3394023
Natal,2024-06-06 21:00:00,25,nuvens dispersas,43,3394023
Aracaju,2024-06-02 00:00:00,26,chuva leve,66,3471872
Aracaju,2024-06-02 03:00:00,24,chuva moderada,30,3471872
Aracaju,2024-06-02 06:00:00,23,chuva moderada,29,3471872
Aracaju,2024-06-02 09:00:00,23,chuva moderada,79,3471872
Aracaju,2024-06-02 12:00:00,26,chuva moderada,52,3471872
Aracaju,2024-06-02 15:00:00,26,chuva moderada,11,3471872
Aracaju,2024-06-02 18:00:00,26,chuva leve,15,3471872
Aracaju,2024-06-02 21:00:00,25,céu limpo,3,3471872
Aracaju,2024-06-03 00:00:00,25,céu limpo,7,3471872
Aracaju,2024-06-03 03:00:00,24,chuva leve,49,3471872
Aracaju,2024-06-03 06:00:00,24,chuva leve,48,3471872
Aracaju,2024-06-03 09:00:00,24,chuva leve,25,3471872
Aracaju,2024-06-03 12:00:00,27,algumas nuvens,17,3471872
Aracaju,2024-06-03 15:00:00,28,chuva leve,22,3471872
Aracaju,2024-06-03 18:00:00,26,chuva leve,25,3471872
Aracaju,2024-06-03 21:00:00,24,chuva leve,41,3471872
Aracaju,2024-06-04 00:00:00,24,chuva leve,21,3471872
Aracaju,2024-06-04 03:00:00,23,chuva leve,17,3471872
Aracaju,2024-06-04 06:00:00,24,chuva leve,21,3471872
Aracaju,2024-06-04 09:00:00,23,chuva leve,20,3471872
Aracaju,2024-06-04 12:00:00,26,chuva leve,19,3471872
Aracaju,2024-06-04 15:00:00,28,chuva leve,52,3471872
Aracaju,2024-06-04 18:00:00,27,nublado,60,3471872
Aracaju,2024-06-04 21:00:00,24,chuva leve,88,3471872
Aracaju,2024-06-05 00:00:00,24,chuva leve,85,3471872
Aracaju,2024-06-05 03:00:00,24,chuva leve,75,3471872
Aracaju,2024-06-05 06:00:00,24,chuva leve,89,3471872
Aracaju,2024-06-05 09:00:00,23,chuva leve,75,3471872
Aracaju,2024-06-05 12:00:00,25,chuva leve,88,3471872
Aracaju,2024-06-05 15:00:00,26,chuva leve,88,3471872
Aracaju,2024-06-05 18:00:00,26,chuva leve,94,3471872
Aracaju,2024-06-05 21:00:00,23,chuva leve,100,3471872
Aracaju,2024-06-06 00:00:00,23,chuva moderada,100,3471872
Aracaju,2024-06-06 03:00:00,24,chuva moderada,95,3471872
Aracaju,2024-06-06 06:00:00,24,nublado,97,3471872
Aracaju,2024-06-06 09:00:00,23,nublado,99,3471872
Aracaju,2024-06-06 12:00:00,27,nublado,78,3471872
Aracaju,2024-06-06 15:00:00,28,céu limpo,8,3471872
Aracaju,2024-06-06 18:00:00,27,chuva leve,20,3471872
Aracaju,2024-06-06 21:00:00,25,céu limpo,0,3471872
Brasília,2024-06-02 00:00:00,19,nuvens dispersas,34,3469058
Brasília,2024-06-02 03:00:00,18,algumas nuvens,21,3469058
Brasília,2024-06-02 06:00:00,15,céu limpo,6,3469058
Brasília,2024-06-02 09:00:00,14,céu limpo,1,3469058
Brasília,2024-06-02 12:00:00,18,céu limpo,0,3469058
Brasília,2024-06-02 15:00:00,23,céu limpo,0,3469058
Brasília,2024-06-02 18:00:00,25,céu limpo,6,3469058
Brasília,2024-06-02 21:00:00,21,nublado,83,3469058
Brasília,2024-06-03 00:00:00,20,nublado,83,3469058
Brasília,2024-06-03 03:00:00,18,nublado,56,3469058
Brasília,2024-06-03 06:00:00,17,nuvens dispersas,44,3469058
Brasília,2024-06-03 09:00:00,16,nublado,94,3469058
Brasília,2024-06-03 12:00:00,18,nublado,89,3469058
Brasília,2024-06-03 15:00:00,23,nublado,75,3469058
Brasília,2024-06-03 18:00:00,25,nublado,71,3469058
Brasília,2024-06-03 21:00:00,20,nublado,60,3469058
Brasília,2024-06-04 00:00:00,18,nublado,77,3469058
Brasília,2024-06-04 03:00:00,17,nublado,81,3469058
Brasília,2024-06-04 06:00:00,16,nublado,89,3469058
Brasília,2024-06-04 09:00:00,15,nublado,100,3469058
Brasília,2024-06-04 12:00:00,19,nublado,100,3469058
Brasília,2024-06-04 15:00:00,23,nublado,100,3469058
Brasília,2024-06-04 18:00:00,24,nublado,88,3469058
Brasília,2024-06-04 21:00:00,20,nublado,100,3469058
Brasília,2024-06-05 00:00:00,18,nublado,100,3469058
Brasília,2024-06-05 03:00:00,17,nublado,55,3469058
Brasília,2024-06-05 06:00:00,16,nuvens dispersas,29,3469058
Brasília,2024-06-05 09:00:00,15,céu limpo,2,3469058
Brasília,2024-06-05 12:00:00,19,céu limpo,1,3469058
Brasília,2024-06-05 15:00:00,24,céu limpo,0,3469058
Brasília,2024-06-05 18:00:00,25,céu limpo,0,3469058
Brasília,2024-06-05 21:00:00,21,céu limpo,0,3469058
Brasília,2024-06-06 00:00:00,18,céu limpo,0,3469058
Brasília,2024-06-06 03:00:00,17,céu limpo,0,3469058
Brasília,2024-06-06 06:00:00,16,céu limpo,3,3469058
Brasília,2024-06-06 09:00:00,15,céu limpo,0,3469058
Brasília,2024-06-06 12:00:00,19,céu limpo,0,3469058
Brasília,2024-06-06 15:00:00,25,céu limpo,0,3469058
Brasília,2024-06-06 18:00:00,26,céu limpo,0,3469058
Brasília,2024-06-06 21:00:00,21,céu limpo,0,3469058
Goiânia,2024-06-02 00:00:00,21,céu limpo,0,3462377
Goiânia,2024-06-02 03:00:00,19,céu limpo,4,3462377
Goiânia,2024-06-02 06:00:00,17,céu limpo,8,3462377
Goiânia,2024-06-02 09:00:00,16,céu limpo,0,3462377
Goiânia,2024-06-02 12:00:00,22,céu limpo,0,3462377
Goiânia,2024-06-02 15:00:00,28,céu limpo,3,3462377
Goiânia,2024-06-02 18:00:00,29,céu limpo,6,3462377
Goiânia,2024-06-02 21:00:00,25,nuvens dispersas,46,3462377
Goiânia,2024-06-03 00:00:00,23,nublado,74,3462377
Goiânia,2024-06-03 03:00:00,21,nublado,93,3462377
Goiânia,2024-06-03 06:00:00,19,nublado,74,3462377
Goiânia,2024-06-03 09:00:00,17,algumas nuvens,14,3462377
Goiânia,2024-06-03 12:00:00,24,nuvens dispersas,26,3462377
Goiânia,2024-06-03 15:00:00,29,nuvens dispersas,29,3462377
Goiânia,2024-06-03 18:00:00,30,nublado,57,3462377
Goiânia,2024-06-03 21:00:00,25,nublado,57,3462377
Goiânia,2024-06-04 00:00:00,21,nublado,57,3462377
Goiânia,2024-06-04 03:00:00,20,nublado,60,3462377
Goiânia,2024-06-04 06:00:00,18,nublado,83,3462377
Goiânia,2024-06-04 09:00:00,17,nublado,100,3462377
Goiânia,2024-06-04 12:00:00,22,nublado,99,3462377
Goiânia,2024-06-04 15:00:00,28,nublado,100,3462377
Goiânia,2024-06-04 18:00:00,29,nublado,91,3462377
Goiânia,2024-06-04 21:00:00,24,nublado,55,3462377
Goiânia,2024-06-05 00:00:00,20,nuvens dispersas,31,3462377
Goiânia,2024-06-05 03:00:00,19,céu limpo,1,3462377
Goiânia,2024-06-05 06:00:00,17,céu limpo,1,3462377
Goiânia,2024-06-05 09:00:00,16,céu limpo,0,3462377
Goiânia,2024-06-05 12:00:00,23,céu limpo,0,3462377
Goiânia,2024-06-05 15:00:00,29,céu limpo,0,3462377
Goiânia,2024-06-05 18:00:00,30,céu limpo,0,3462377
Goiânia,2024-06-05 21:00:00,24,céu limpo,0,3462377
Goiânia,2024-06-06 00:00:00,21,céu limpo,0,3462377
Goiânia,2024-06-06 03:00:00,19,céu limpo,2,3462377
Goiânia,2024-06-06 06:00:00,18,céu limpo,3,3462377
Goiânia,2024-06-06 09:00:00,17,céu limpo,0,3462377
Goiânia,2024-06-06 12:00:00,23,céu limpo,0,3462377
Goiânia,2024-06-06 15:00:00,29,céu limpo,0,3462377
Goiânia,2024-06-06 18:00:00,31,céu limpo,0,3462377
Goiânia,2024-06-06 21:00:00,25,céu limpo,0,3462377
Cuiabá,2024-06-02 00:00:00,26,céu limpo,2,3465038
Cuiabá,2024-06-02 03:00:00,24,céu limpo,4,3465038
Cuiabá,2024-06-02 06:00:00,21,céu limpo,5,3465038
Cuiabá,2024-06-02 09:00:00,21,nuvens dispersas,40,3465038
Cuiabá,2024-06-02 12:00:00,25,nuvens dispersas,46,3465038
Cuiabá,2024-06-02 15:00:00,35,céu limpo,10,3465038
Cuiabá,2024-06-02 18:00:00,36,céu limpo,6,3465038
Cuiabá,2024-06-02 21:00:00,31,céu limpo,3,3465038
Cuiabá,2024-06-03 00:00:00,25,céu limpo,2,3465038
Cuiabá,2024-06-03 03:00:00,24,algumas nuvens,19,3465038
Cuiabá,2024-06-03 06:00:00,23,nuvens dispersas,50,3465038
Cuiabá,2024-06-03 09:00:00,22,nublado,100,3465038
Cuiabá,2024-06-03 12:00:00,25,nublado,95,3465038
Cuiabá,2024-06-03 15:00:00,32,nublado,100,3465038
Cuiabá,2024-06-03 18:00:00,34,nublado,93,3465038
Cuiabá,2024-06-03 21:00:00,30,nublado,70,3465038
Cuiabá,2024-06-04 00:00:00,25,nuvens dispersas,42,3465038
Cuiabá,2024-06-04 03:00:00,23,nublado,91,3465038
Cuiabá,2024-06-04 06:00:00,21,nublado,81,3465038
Cuiabá,2024-06-04 09:00:00,20,nublado,80,3465038
Cuiabá,2024-06-04 12:00:00,26,nublado,90,3465038
Cuiabá,2024-06-04 15:00:00,35,nublado,98,3465038
Cuiabá,2024-06-04 18:00:00,37,nublado,91,3465038
Cuiabá,2024-06-04 21:00:00,31,nublado,51,3465038
Cuiabá,2024-06-05 00:00:00,24,nuvens dispersas,26,3465038
Cuiabá,2024-06-05 03:00:00,22,céu limpo,0,3465038
Cuiabá,2024-06-05 06:00:00,21,céu limpo,10,3465038
Cuiabá,2024-06-05 09:00:00,20,céu limpo,8,3465038
Cuiabá,2024-06-05 12:00:00,26,céu limpo,6,3465038
Cuiabá,2024-06-05 15:00:00,36,céu limpo,0,3465038
Cuiabá,2024-06-05 18:00:00,37,céu limpo,0,3465038
Cuiabá,2024-06-05 21:00:00,31,céu limpo,0,3465038
Cuiabá,2024-06-06 00:00:00,24,céu limpo,0,3465038
Cuiabá,2024-06-06 03:00:00,23,céu limpo,1,3465038
Cuiabá,2024-06-06 06:00:00,21,céu limpo,0,3465038
Cuiabá,2024-06-06 09:00:00,20,céu limpo,4,3465038
Cuiabá,2024-06-06 12:00:00,26,algumas nuvens,11,3465038
Cuiabá,2024-06-06 15:00:00,35,céu limpo,6,3465038
Cuiabá,2024-06-06 18:00:00,37,céu limpo,4,3465038
Cuiabá,2024-06-06 21:00:00,31,céu limpo,1,3465038
Campo Grande,2024-06-02 00:00:00,24,céu limpo,0,3467747
Campo Grande,2024-06-02 03:00:00,22,céu limpo,0,3467747
Campo Grande,2024-06-02 06:00:00,20,céu limpo,0,3467747
Campo Grande,2024-06-02 09:00:00,20,céu limpo,0,3467747
Campo Grande,2024-06-02 12:00:00,23,céu limpo,0,3467747
Campo Grande,2024-06-02 15:00:00,30,céu limpo,0,3467747
Campo Grande,2024-06-02 18:00:00,31,céu limpo,0,3467747
Campo Grande,2024-06-02 21:00:00,26,céu limpo,0,3467747
Campo Grande,2024-06-03 00:00:00,23,céu limpo,0,3467747
Campo Grande,2024-06-03 03:00:00,22,céu limpo,2,3467747
Campo Grande,2024-06-03 06:00:00,21,céu limpo,1,3467747
Campo Grande,2024-06-03 09:00:00,20,céu limpo,0,3467747
Campo Grande,2024-06-03 12:00:00,25,céu limpo,0,3467747
Campo Grande,2024-06-03 15:00:00,31,céu limpo,1,3467747
Campo Grande,2024-06-03 18:00:00,32,céu limpo,3,3467747
Campo Grande,2024-06-03 21:00:00,27,nuvens dispersas,35,3467747
Campo Grande,2024-06-04 00:00:00,27,nublado,64,3467747
Campo Grande,2024-06-04 03:00:00,25,nublado,89,3467747
Campo Grande,2024-06-04 06:00:00,23,nublado,89,3467747
Campo Grande,2024-06-04 09:00:00,21,céu limpo,0,3467747
Campo Grande,2024-06-04 12:00:00,24,céu limpo,1,3467747
Campo Grande,2024-06-04 15:00:00,31,algumas nuvens,23,3467747
Campo Grande,2024-06-04 18:00:00,32,algumas nuvens,12,3467747
Campo Grande,2024-06-04 21:00:00,27,céu limpo,2,3467747
Campo Grande,2024-06-05 00:00:00,24,céu limpo,2,3467747
Campo Grande,2024-06-05 03:00:00,22,céu limpo,0,3467747
Campo Grande,2024-06-05 06:00:00,21,céu limpo,0,3467747
Campo Grande,2024-06-05 09:00:00,19,céu limpo,0,3467747
Campo Grande,2024-06-05 12:00:00,22,céu limpo,0,3467747
Campo Grande,2024-06-05 15:00:00,29,céu limpo,3,3467747
Campo Grande,2024-06-05 18:00:00,32,céu limpo,2,3467747
Campo Grande,2024-06-05 21:00:00,26,céu limpo,0,3467747
Campo Grande,2024-06-06 00:00:00,23,céu limpo,0,3467747
Campo Grande,2024-06-06 03:00:00,22,céu limpo,0,3467747
Campo Grande,2024-06-06 06:00:00,21,céu limpo,0,3467747
Campo Grande,2024-06-06 09:00:00,20,céu limpo,0,3467747
Campo Grande,2024-06-06 12:00:00,23,céu limpo,0,3467747
Campo Grande,2024-06-06 15:00:00,31,céu limpo,0,3467747
Campo Grande,2024-06-06 18:00:00,33,céu limpo,0,3467747
Campo Grande,2024-06-06 21:00:00,27,céu limpo,2,3467747
Vitória,2024-06-02 00:00:00,21,chuva leve,66,3444924
Vitória,2024-06-02 03:00:00,21,chuva leve,48,3444924
Vitória,2024-06-02 06:00:00,21,chuva leve,53,3444924
Vitória,2024-06-02 09:00:00,20,nublado,81,3444924
Vitória,2024-06-02 12:00:00,23,nublado,72,3444924
Vitória,2024-06-02 15:00:00,24,chuva leve,76,3444924
Vitória,2024-06-02 18:00:00,24,nublado,64,3444924
Vitória,2024-06-02 21:00:00,22,nuvens dispersas,33,3444924
Vitória,2024-06-03 00:00:00,21,chuva leve,21,3444924
Vitória,2024-06-03 03:00:00,21,chuva leve,93,3444924
Vitória,2024-06-03 06:00:00,21,chuva leve,96,3444924
Vitória,2024-06-03 09:00:00,22,nublado,100,3444924
Vitória,2024-06-03 12:00:00,23,nublado,98,3444924
Vitória,2024-06-03 15:00:00,25,céu limpo,2,3444924
Vitória,2024-06-03 18:00:00,25,céu limpo,1,3444924
Vitória,2024-06-03 21:00:00,23,céu limpo,3,3444924
Vitória,2024-06-04 00:00:00,22,algumas nuvens,12,3444924
Vitória,2024-06-04 03:00:00,21,chuva leve,67,3444924
Vitória,2024-06-04 06:00:00,21,chuva leve,82,3444924
Vitória,2024-06-04 09:00:00,20,chuva leve,83,3444924
Vitória,2024-06-04 12:00:00,24,nublado,58,3444924
Vitória,2024-06-04 15:00:00,25,céu limpo,10,3444924
Vitória,2024-06-04 18:00:00,25,algumas nuvens,21,3444924
Vitória,2024-06-04 21:00:00,22,céu limpo,0,3444924
Vitória,2024-06-05 00:00:00,20,céu limpo,0,3444924
Vitória,2024-06-05 03:00:00,20,chuva leve,10,3444924
Vitória,2024-06-05 06:00:00,19,nuvens dispersas,31,3444924
Vitória,2024-06-05 09:00:00,19,nublado,91,3444924
Vitória,2024-06-05 12:00:00,22,nuvens dispersas,45,3444924
Vitória,2024-06-05 15:00:00,24,céu limpo,8,3444924
Vitória,2024-06-05 18:00:00,23,algumas nuvens,14,3444924
Vitória,2024-06-05 21:00:00,21,céu limpo,4,3444924
Vitória,2024-06-06 00:00:00,20,céu limpo,3,3444924
Vitória,2024-06-06 03:00:00,19,céu limpo,1,3444924
Vitória,2024-06-06 06:00:00,19,céu limpo,3,3444924
Vitória,2024-06-06 09:00:00,19,céu limpo,0,3444924
Vitória,2024-06-06 12:00:00,22,céu limpo,5,3444924
Vitória,2024-06-06 15:00:00,23,nuvens dispersas,25,3444924
Vitória,2024-06-06 18:00:00,23,chuva leve,29,3444924
Vitória,2024-06-06 21:00:00,21,chuva leve,28,3444924
Belo Horizonte,2024-06-02 00:00:00,18,céu limpo,1,3470127
Belo Horizonte,2024-06-02 03:00:00,16,céu limpo,0,3470127
Belo Horizonte,2024-06-02 06:00:00,14,céu limpo,0,3470127
Belo Horizonte,2024-06-02 09:00:00,13,céu limpo,5,3470127
Belo Horizonte,2024-06-02 12:00:00,19,céu limpo,6,3470127
Belo Horizonte,2024-06-02 15:00:00,24,céu limpo,0,3470127
Belo Horizonte,2024-06-02 18:00:00,24,céu limpo,9,3470127
Belo Horizonte,2024-06-02 21:00:00,21,nublado,100,3470127
Belo Horizonte,2024-06-03 00:00:00,16,nublado,70,3470127
Belo Horizonte,2024-06-03 03:00:00,15,céu limpo,1,3470127
Belo Horizonte,2024-06-03 06:00:00,14,céu limpo,2,3470127
Belo Horizonte,2024-06-03 09:00:00,14,céu limpo,0,3470127
Belo Horizonte,2024-06-03 12:00:00,20,céu limpo,0,3470127
Belo Horizonte,2024-06-03 15:00:00,26,céu limpo,0,3470127
Belo Horizonte,2024-06-03 18:00:00,26,céu limpo,9,3470127
Belo Horizonte,2024-06-03 21:00:00,21,nublado,66,3470127
Belo Horizonte,2024-06-04 00:00:00,18,nublado,54,3470127
Belo Horizonte,2024-06-04 03:00:00,17,nublado,57,3470127
Belo Horizonte,2024-06-04 06:00:00,17,nublado,63,3470127
Belo Horizonte,2024-06-04 09:00:00,15,nuvens dispersas,25,3470127
Belo Horizonte,2024-06-04 12:00:00,22,algumas nuvens,14,3470127
Belo Horizonte,2024-06-04 15:00:00,26,nuvens dispersas,47,3470127
Belo Horizonte,2024-06-04 18:00:00,25,nublado,60,3470127
Belo Horizonte,2024-06-04 21:00:00,20,nublado,100,3470127
Belo Horizonte,2024-06-05 00:00:00,17,nublado,97,3470127
Belo Horizonte,2024-06-05 03:00:00,15,algumas nuvens,14,3470127
Belo Horizonte,2024-06-05 06:00:00,14,nuvens dispersas,32,3470127
Belo Horizonte,2024-06-05 09:00:00,13,céu limpo,0,3470127
Belo Horizonte,2024-06-05 12:00:00,20,céu limpo,0,3470127
Belo Horizonte,2024-06-05 15:00:00,25,céu limpo,0,3470127
Belo Horizonte,2024-06-05 18:00:00,25,céu limpo,1,3470127
Belo Horizonte,2024-06-05 21:00:00,21,nuvens dispersas,39,3470127
Belo Horizonte,2024-06-06 00:00:00,17,nuvens dispersas,49,3470127
Belo Horizonte,2024-06-06 03:00:00,15,céu limpo,0,3470127
Belo Horizonte,2024-06-06 06:00:00,14,céu limpo,0,3470127
Belo Horizonte,2024-06-06 09:00:00,14,céu limpo,0,3470127
Belo Horizonte,2024-06-06 12:00:00,20,céu limpo,0,3470127
Belo Horizonte,2024-06-06 15:00:00,25,céu limpo,0,3470127
Belo Horizonte,2024-06-06 18:00:00,26,céu limpo,2,3470127
Belo Horizonte,2024-06-06 21:00:00,21,nuvens dispersas,47,3470127
Rio de Janeiro,2024-06-02 00:00:00,21,algumas nuvens,14,3451190
Rio de Janeiro,2024-06-02 03:00:00,20,céu limpo,10,3451190
Rio de Janeiro,2024-06-02 06:00:00,18,nuvens dispersas,33,3451190
Rio de Janeiro,2024-06-02 09:00:00,17,nublado,89,3451190
Rio de Janeiro,2024-06-02 12:00:00,20,nublado,95,3451190
Rio de Janeiro,2024-06-02 15:00:00,24,nuvens dispersas,38,3451190
Rio de Janeiro,2024-06-02 18:00:00,24,nuvens dispersas,30,3451190
Rio de Janeiro,2024-06-02 21:00:00,22,céu limpo,8,3451190
